"Species" "SiteID" "Surface Type" "Plant growth type" "Biome" "Quantity" "Value"
"485" "Pentameris eriostoma" "4b" "sandstone" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2012 (cm^2)" 1025
"486" "Pentameris eriostoma" "4b" "sandstone" "C3 grass" "Fynbos" "Number of individuals in 2012" 8
"487" "Pentameris eriostoma" "5a" "shale" "C3 grass" "Fynbos" "Area cover in 1994 (cm^2)" 964
"488" "Pentameris eriostoma" "5a" "shale" "C3 grass" "Fynbos" "Standard Deviation of area cover in 1994 (cm^2)" 650
"489" "Pentameris eriostoma" "5a" "shale" "C3 grass" "Fynbos" "Number of individuals in 1994" 8
"490" "Pentameris eriostoma" "5a" "shale" "C3 grass" "Fynbos" "Area cover in 2008 (cm^2)" NA
"491" "Pentameris eriostoma" "5a" "shale" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2008 (cm^2)" NA
"492" "Pentameris eriostoma" "5a" "shale" "C3 grass" "Fynbos" "Number of individuals in 2008" NA
"493" "Pentameris eriostoma" "5a" "shale" "C3 grass" "Fynbos" "Area cover in 2012 (cm^2)" 3500
"494" "Pentameris eriostoma" "5a" "shale" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2012 (cm^2)" 1453
"495" "Pentameris eriostoma" "5a" "shale" "C3 grass" "Fynbos" "Number of individuals in 2012" 3
"496" "Pentameris eriostoma" "5b" "sandstone" "C3 grass" "Fynbos" "Area cover in 1994 (cm^2)" 240
"497" "Pentameris eriostoma" "5b" "sandstone" "C3 grass" "Fynbos" "Standard Deviation of area cover in 1994 (cm^2)" 161
"498" "Pentameris eriostoma" "5b" "sandstone" "C3 grass" "Fynbos" "Number of individuals in 1994" 6
"499" "Pentameris eriostoma" "5b" "sandstone" "C3 grass" "Fynbos" "Area cover in 2008 (cm^2)" NA
"500" "Pentameris eriostoma" "5b" "sandstone" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2008 (cm^2)" NA
"501" "Pentameris eriostoma" "5b" "sandstone" "C3 grass" "Fynbos" "Number of individuals in 2008" NA
"502" "Pentameris eriostoma" "5b" "sandstone" "C3 grass" "Fynbos" "Area cover in 2012 (cm^2)" 2500
"503" "Pentameris eriostoma" "5b" "sandstone" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2012 (cm^2)" 0
"504" "Pentameris eriostoma" "5b" "sandstone" "C3 grass" "Fynbos" "Number of individuals in 2012" 1
"505" "Merxmuellera disticha" "2a" "shale" "C3 grass" "Fynbos" "Area cover in 1994 (cm^2)" 177
"506" "Merxmuellera disticha" "2a" "shale" "C3 grass" "Fynbos" "Standard Deviation of area cover in 1994 (cm^2)" 77
"507" "Merxmuellera disticha" "2a" "shale" "C3 grass" "Fynbos" "Number of individuals in 1994" 15
"508" "Merxmuellera disticha" "2a" "shale" "C3 grass" "Fynbos" "Area cover in 2008 (cm^2)" NA
"509" "Merxmuellera disticha" "2a" "shale" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2008 (cm^2)" NA
"510" "Merxmuellera disticha" "2a" "shale" "C3 grass" "Fynbos" "Number of individuals in 2008" NA
"511" "Merxmuellera disticha" "2a" "shale" "C3 grass" "Fynbos" "Area cover in 2012 (cm^2)" 1600
"512" "Merxmuellera disticha" "2a" "shale" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2012 (cm^2)" 566
"513" "Merxmuellera disticha" "2a" "shale" "C3 grass" "Fynbos" "Number of individuals in 2012" 2
"514" "Merxmuellera disticha" "2b" "sandstone" "C3 grass" "Fynbos" "Area cover in 1994 (cm^2)" 32
"515" "Merxmuellera disticha" "2b" "sandstone" "C3 grass" "Fynbos" "Standard Deviation of area cover in 1994 (cm^2)" 19
"516" "Merxmuellera disticha" "2b" "sandstone" "C3 grass" "Fynbos" "Number of individuals in 1994" 11
"517" "Merxmuellera disticha" "2b" "sandstone" "C3 grass" "Fynbos" "Area cover in 2008 (cm^2)" NA
"518" "Merxmuellera disticha" "2b" "sandstone" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2008 (cm^2)" NA
"519" "Merxmuellera disticha" "2b" "sandstone" "C3 grass" "Fynbos" "Number of individuals in 2008" NA
"520" "Merxmuellera disticha" "2b" "sandstone" "C3 grass" "Fynbos" "Area cover in 2012 (cm^2)" 0
"521" "Merxmuellera disticha" "2b" "sandstone" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2012 (cm^2)" 0
"522" "Merxmuellera disticha" "2b" "sandstone" "C3 grass" "Fynbos" "Number of individuals in 2012" 0
"523" "Merxmuellera disticha" "3" "africa" "C3 grass" "Fynbos" "Area cover in 1994 (cm^2)" 126
"524" "Merxmuellera disticha" "3" "africa" "C3 grass" "Fynbos" "Standard Deviation of area cover in 1994 (cm^2)" NA
"525" "Merxmuellera disticha" "3" "africa" "C3 grass" "Fynbos" "Number of individuals in 1994" 11
"526" "Merxmuellera disticha" "3" "africa" "C3 grass" "Fynbos" "Area cover in 2008 (cm^2)" NA
"527" "Merxmuellera disticha" "3" "africa" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2008 (cm^2)" NA
"528" "Merxmuellera disticha" "3" "africa" "C3 grass" "Fynbos" "Number of individuals in 2008" NA
"529" "Merxmuellera disticha" "3" "africa" "C3 grass" "Fynbos" "Area cover in 2012 (cm^2)" 1000
"530" "Merxmuellera disticha" "3" "africa" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2012 (cm^2)" 0
"531" "Merxmuellera disticha" "3" "africa" "C3 grass" "Fynbos" "Number of individuals in 2012" 1
"532" "Merxmuellera disticha" "4a" "shale" "C3 grass" "Fynbos" "Area cover in 1994 (cm^2)" 123
"533" "Merxmuellera disticha" "4a" "shale" "C3 grass" "Fynbos" "Standard Deviation of area cover in 1994 (cm^2)" 79
"534" "Merxmuellera disticha" "4a" "shale" "C3 grass" "Fynbos" "Number of individuals in 1994" 19
"535" "Merxmuellera disticha" "4a" "shale" "C3 grass" "Fynbos" "Area cover in 2008 (cm^2)" NA
"536" "Merxmuellera disticha" "4a" "shale" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2008 (cm^2)" NA
"537" "Merxmuellera disticha" "4a" "shale" "C3 grass" "Fynbos" "Number of individuals in 2008" NA
"538" "Merxmuellera disticha" "4a" "shale" "C3 grass" "Fynbos" "Area cover in 2012 (cm^2)" 1060
"539" "Merxmuellera disticha" "4a" "shale" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2012 (cm^2)" 918
"540" "Merxmuellera disticha" "4a" "shale" "C3 grass" "Fynbos" "Number of individuals in 2012" 10
"541" "Merxmuellera disticha" "4b" "sandstone" "C3 grass" "Fynbos" "Area cover in 1994 (cm^2)" 108
"542" "Merxmuellera disticha" "4b" "sandstone" "C3 grass" "Fynbos" "Standard Deviation of area cover in 1994 (cm^2)" 55
"543" "Merxmuellera disticha" "4b" "sandstone" "C3 grass" "Fynbos" "Number of individuals in 1994" 19
"544" "Merxmuellera disticha" "4b" "sandstone" "C3 grass" "Fynbos" "Area cover in 2008 (cm^2)" NA
"545" "Merxmuellera disticha" "4b" "sandstone" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2008 (cm^2)" NA
"546" "Merxmuellera disticha" "4b" "sandstone" "C3 grass" "Fynbos" "Number of individuals in 2008" NA
"547" "Merxmuellera disticha" "4b" "sandstone" "C3 grass" "Fynbos" "Area cover in 2012 (cm^2)" 1688
"548" "Merxmuellera disticha" "4b" "sandstone" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2012 (cm^2)" 751
"549" "Merxmuellera disticha" "4b" "sandstone" "C3 grass" "Fynbos" "Number of individuals in 2012" 12
"550" "Merxmuellera disticha" "5a" "shale" "C3 grass" "Fynbos" "Area cover in 1994 (cm^2)" 175
"551" "Merxmuellera disticha" "5a" "shale" "C3 grass" "Fynbos" "Standard Deviation of area cover in 1994 (cm^2)" 56
"552" "Merxmuellera disticha" "5a" "shale" "C3 grass" "Fynbos" "Number of individuals in 1994" 19
"553" "Merxmuellera disticha" "5a" "shale" "C3 grass" "Fynbos" "Area cover in 2008 (cm^2)" NA
"554" "Merxmuellera disticha" "5a" "shale" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2008 (cm^2)" NA
"555" "Merxmuellera disticha" "5a" "shale" "C3 grass" "Fynbos" "Number of individuals in 2008" NA
"556" "Merxmuellera disticha" "5a" "shale" "C3 grass" "Fynbos" "Area cover in 2012 (cm^2)" 1446
"557" "Merxmuellera disticha" "5a" "shale" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2012 (cm^2)" 307
"558" "Merxmuellera disticha" "5a" "shale" "C3 grass" "Fynbos" "Number of individuals in 2012" 13
"559" "Merxmuellera disticha" "5b" "sandstone" "C3 grass" "Fynbos" "Area cover in 1994 (cm^2)" 73
"560" "Merxmuellera disticha" "5b" "sandstone" "C3 grass" "Fynbos" "Standard Deviation of area cover in 1994 (cm^2)" 24
"561" "Merxmuellera disticha" "5b" "sandstone" "C3 grass" "Fynbos" "Number of individuals in 1994" 20
"562" "Merxmuellera disticha" "5b" "sandstone" "C3 grass" "Fynbos" "Area cover in 2008 (cm^2)" NA
"563" "Merxmuellera disticha" "5b" "sandstone" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2008 (cm^2)" NA
"564" "Merxmuellera disticha" "5b" "sandstone" "C3 grass" "Fynbos" "Number of individuals in 2008" NA
"565" "Merxmuellera disticha" "5b" "sandstone" "C3 grass" "Fynbos" "Area cover in 2012 (cm^2)" 1260
"566" "Merxmuellera disticha" "5b" "sandstone" "C3 grass" "Fynbos" "Standard Deviation of area cover in 2012 (cm^2)" 407
"567" "Merxmuellera disticha" "5b" "sandstone" "C3 grass" "Fynbos" "Number of individuals in 2012" 15
"568" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Area cover in 1994 (cm^2)" 738
"569" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 1994 (cm^2)" 351
"570" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Number of individuals in 1994" 9
"571" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Area cover in 2008 (cm^2)" NA
"572" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 2008 (cm^2)" NA
"573" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Number of individuals in 2008" NA
"574" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Area cover in 2012 (cm^2)" NA
"575" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 2012 (cm^2)" NA
"576" "Themeda triandra" "2a" "shale" "C4 grass" "Mixed" "Number of individuals in 2012" NA
"577" "Themeda triandra" "2b" "sandstone" "C4 grass" "Mixed" "Area cover in 1994 (cm^2)" 317
"578" "Themeda triandra" "2b" "sandstone" "C4 grass" "Mixed" "Standard Deviation of area cover in 1994 (cm^2)" 135
"579" "Themeda triandra" "2b" "sandstone" "C4 grass" "Mixed" "Number of individuals in 1994" 5
"580" "Themeda triandra" "2b" "sandstone" "C4 grass" "Mixed" "Area cover in 2008 (cm^2)" NA
"581" "Themeda triandra" "2b" "sandstone" "C4 grass" "Mixed" "Standard Deviation of area cover in 2008 (cm^2)" NA
"582" "Themeda triandra" "2b" "sandstone" "C4 grass" "Mixed" "Number of individuals in 2008" NA
"583" "Themeda triandra" "2b" "sandstone" "C4 grass" "Mixed" "Area cover in 2012 (cm^2)" NA
"584" "Themeda triandra" "2b" "sandstone" "C4 grass" "Mixed" "Standard Deviation of area cover in 2012 (cm^2)" NA
"585" "Themeda triandra" "2b" "sandstone" "C4 grass" "Mixed" "Number of individuals in 2012" NA
"586" "Themeda triandra" "3" "africa" "C4 grass" "Mixed" "Area cover in 1994 (cm^2)" 1475
"587" "Themeda triandra" "3" "africa" "C4 grass" "Mixed" "Standard Deviation of area cover in 1994 (cm^2)" NA
"588" "Themeda triandra" "3" "africa" "C4 grass" "Mixed" "Number of individuals in 1994" 4
"589" "Themeda triandra" "3" "africa" "C4 grass" "Mixed" "Area cover in 2008 (cm^2)" NA
"590" "Themeda triandra" "3" "africa" "C4 grass" "Mixed" "Standard Deviation of area cover in 2008 (cm^2)" NA
"591" "Themeda triandra" "3" "africa" "C4 grass" "Mixed" "Number of individuals in 2008" NA
"592" "Themeda triandra" "3" "africa" "C4 grass" "Mixed" "Area cover in 2012 (cm^2)" NA
"593" "Themeda triandra" "3" "africa" "C4 grass" "Mixed" "Standard Deviation of area cover in 2012 (cm^2)" NA
"594" "Themeda triandra" "3" "africa" "C4 grass" "Mixed" "Number of individuals in 2012" NA
"595" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Area cover in 1994 (cm^2)" 1114
"596" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 1994 (cm^2)" 452
"597" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Number of individuals in 1994" 6
"598" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Area cover in 2008 (cm^2)" NA
"599" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 2008 (cm^2)" NA
"600" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Number of individuals in 2008" NA
"601" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Area cover in 2012 (cm^2)" NA
"602" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 2012 (cm^2)" NA
"603" "Themeda triandra" "4a" "shale" "C4 grass" "Mixed" "Number of individuals in 2012" NA
"604" "Themeda triandra" "4b" "sandstone" "C4 grass" "Mixed" "Area cover in 1994 (cm^2)" 495
"605" "Themeda triandra" "4b" "sandstone" "C4 grass" "Mixed" "Standard Deviation of area cover in 1994 (cm^2)" 88
"606" "Themeda triandra" "4b" "sandstone" "C4 grass" "Mixed" "Number of individuals in 1994" 5
"607" "Themeda triandra" "4b" "sandstone" "C4 grass" "Mixed" "Area cover in 2008 (cm^2)" NA
"608" "Themeda triandra" "4b" "sandstone" "C4 grass" "Mixed" "Standard Deviation of area cover in 2008 (cm^2)" NA
"609" "Themeda triandra" "4b" "sandstone" "C4 grass" "Mixed" "Number of individuals in 2008" NA
"610" "Themeda triandra" "4b" "sandstone" "C4 grass" "Mixed" "Area cover in 2012 (cm^2)" NA
"611" "Themeda triandra" "4b" "sandstone" "C4 grass" "Mixed" "Standard Deviation of area cover in 2012 (cm^2)" NA
"612" "Themeda triandra" "4b" "sandstone" "C4 grass" "Mixed" "Number of individuals in 2012" NA
"613" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Area cover in 1994 (cm^2)" 618
"614" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 1994 (cm^2)" 304
"615" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Number of individuals in 1994" 4
"616" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Area cover in 2008 (cm^2)" NA
"617" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 2008 (cm^2)" NA
"618" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Number of individuals in 2008" NA
"619" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Area cover in 2012 (cm^2)" NA
"620" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Standard Deviation of area cover in 2012 (cm^2)" NA
"621" "Themeda triandra" "5a" "shale" "C4 grass" "Mixed" "Number of individuals in 2012" NA
"622" "Themeda triandra" "5b" "sandstone" "C4 grass" "Mixed" "Area cover in 1994 (cm^2)" 257
"623" "Themeda triandra" "5b" "sandstone" "C4 grass" "Mixed" "Standard Deviation of area cover in 1994 (cm^2)" 269
"624" "Themeda triandra" "5b" "sandstone" "C4 grass" "Mixed" "Number of individuals in 1994" 8
"625" "Themeda triandra" "5b" "sandstone" "C4 grass" "Mixed" "Area cover in 2008 (cm^2)" NA
"626" "Themeda triandra" "5b" "sandstone" "C4 grass" "Mixed" "Standard Deviation of area cover in 2008 (cm^2)" NA
"627" "Themeda triandra" "5b" "sandstone" "C4 grass" "Mixed" "Number of individuals in 2008" NA
"628" "Themeda triandra" "5b" "sandstone" "C4 grass" "Mixed" "Area cover in 2012 (cm^2)" NA
"629" "Themeda triandra" "5b" "sandstone" "C4 grass" "Mixed" "Standard Deviation of area cover in 2012 (cm^2)" NA
"630" "Themeda triandra" "5b" "sandstone" "C4 grass" "Mixed" "Number of individuals in 2012" NA
"631" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 119
"632" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 131
"633" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 22
"634" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"635" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"636" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"637" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 1708
"638" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 1785
"639" "Schotia latifolia" "2a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 10
"640" "Schotia latifolia" "2b" "sandstone" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 263
"641" "Schotia latifolia" "2b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 315
"642" "Schotia latifolia" "2b" "sandstone" "Tree" "Thicket" "Number of individuals in 1994" 24
"643" "Schotia latifolia" "2b" "sandstone" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"644" "Schotia latifolia" "2b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"645" "Schotia latifolia" "2b" "sandstone" "Tree" "Thicket" "Number of individuals in 2008" NA
"646" "Schotia latifolia" "2b" "sandstone" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 0
"647" "Schotia latifolia" "2b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"648" "Schotia latifolia" "2b" "sandstone" "Tree" "Thicket" "Number of individuals in 2012" 0
"649" "Schotia latifolia" "3" "africa" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 1052
"650" "Schotia latifolia" "3" "africa" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" NA
"651" "Schotia latifolia" "3" "africa" "Tree" "Thicket" "Number of individuals in 1994" 22
"652" "Schotia latifolia" "3" "africa" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"653" "Schotia latifolia" "3" "africa" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"654" "Schotia latifolia" "3" "africa" "Tree" "Thicket" "Number of individuals in 2008" NA
"655" "Schotia latifolia" "3" "africa" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 1625
"656" "Schotia latifolia" "3" "africa" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 1370
"657" "Schotia latifolia" "3" "africa" "Tree" "Thicket" "Number of individuals in 2012" 25
"658" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 128
"659" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 71
"660" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 18
"661" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"662" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"663" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"664" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 494
"665" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 717
"666" "Schotia latifolia" "4a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 18
"667" "Schotia latifolia" "4b" "sandstone" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 96
"668" "Schotia latifolia" "4b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 39
"669" "Schotia latifolia" "4b" "sandstone" "Tree" "Thicket" "Number of individuals in 1994" 18
"670" "Schotia latifolia" "4b" "sandstone" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"671" "Schotia latifolia" "4b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"672" "Schotia latifolia" "4b" "sandstone" "Tree" "Thicket" "Number of individuals in 2008" NA
"673" "Schotia latifolia" "4b" "sandstone" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 112
"674" "Schotia latifolia" "4b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 84.7
"675" "Schotia latifolia" "4b" "sandstone" "Tree" "Thicket" "Number of individuals in 2012" 5
"676" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 231
"677" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 211
"678" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 17
"679" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"680" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"681" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"682" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 3742
"683" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 2665
"684" "Schotia latifolia" "5a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 19
"685" "Schotia latifolia" "5b" "sandstone" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 39
"686" "Schotia latifolia" "5b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 27
"687" "Schotia latifolia" "5b" "sandstone" "Tree" "Thicket" "Number of individuals in 1994" 20
"688" "Schotia latifolia" "5b" "sandstone" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"689" "Schotia latifolia" "5b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"690" "Schotia latifolia" "5b" "sandstone" "Tree" "Thicket" "Number of individuals in 2008" NA
"691" "Schotia latifolia" "5b" "sandstone" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 0
"692" "Schotia latifolia" "5b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"693" "Schotia latifolia" "5b" "sandstone" "Tree" "Thicket" "Number of individuals in 2012" 0
"694" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 77
"695" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 0
"696" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 1
"697" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"698" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"699" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"700" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 0
"701" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"702" "Smellophyllum capense" "2a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 0
"703" "Smellophyllum capense" "2b" "sandstone" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 176
"704" "Smellophyllum capense" "2b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 102
"705" "Smellophyllum capense" "2b" "sandstone" "Tree" "Thicket" "Number of individuals in 1994" 10
"706" "Smellophyllum capense" "2b" "sandstone" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"707" "Smellophyllum capense" "2b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"708" "Smellophyllum capense" "2b" "sandstone" "Tree" "Thicket" "Number of individuals in 2008" NA
"709" "Smellophyllum capense" "2b" "sandstone" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 0
"710" "Smellophyllum capense" "2b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"711" "Smellophyllum capense" "2b" "sandstone" "Tree" "Thicket" "Number of individuals in 2012" 0
"712" "Smellophyllum capense" "3" "africa" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 97
"713" "Smellophyllum capense" "3" "africa" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" NA
"714" "Smellophyllum capense" "3" "africa" "Tree" "Thicket" "Number of individuals in 1994" 7
"715" "Smellophyllum capense" "3" "africa" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"716" "Smellophyllum capense" "3" "africa" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"717" "Smellophyllum capense" "3" "africa" "Tree" "Thicket" "Number of individuals in 2008" NA
"718" "Smellophyllum capense" "3" "africa" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 0
"719" "Smellophyllum capense" "3" "africa" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"720" "Smellophyllum capense" "3" "africa" "Tree" "Thicket" "Number of individuals in 2012" 0
"721" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 88
"722" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 43
"723" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 13
"724" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"725" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"726" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"727" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 161
"728" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 91
"729" "Smellophyllum capense" "4a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 2
"730" "Smellophyllum capense" "4b" "sandstone" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 67
"731" "Smellophyllum capense" "4b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 41
"732" "Smellophyllum capense" "4b" "sandstone" "Tree" "Thicket" "Number of individuals in 1994" 14
"733" "Smellophyllum capense" "4b" "sandstone" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"734" "Smellophyllum capense" "4b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"735" "Smellophyllum capense" "4b" "sandstone" "Tree" "Thicket" "Number of individuals in 2008" NA
